Temperature (C)	Pressure (atm)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
25.000	1.0000	997.05	0.0010030	104.82	104.92	0.36720	4.1376	4.1813	1496.7	-0.040392	0.00089008	0.60719	liquid
25.142	1.0000	997.01	0.0010030	105.41	105.51	0.36919	4.1370	4.1813	1497.1	-0.040375	0.00088722	0.60744	liquid
25.283	1.0000	996.97	0.0010030	106.00	106.10	0.37117	4.1364	4.1812	1497.5	-0.040358	0.00088437	0.60768	liquid
25.425	1.0000	996.94	0.0010031	106.60	106.70	0.37316	4.1359	4.1811	1497.8	-0.040340	0.00088154	0.60792	liquid
25.567	1.0000	996.90	0.0010031	107.19	107.29	0.37514	4.1353	4.1811	1498.2	-0.040323	0.00087872	0.60816	liquid
25.708	1.0000	996.86	0.0010031	107.78	107.88	0.37712	4.1348	4.1810	1498.6	-0.040306	0.00087591	0.60840	liquid
25.850	1.0000	996.83	0.0010032	108.37	108.47	0.37910	4.1342	4.1810	1498.9	-0.040289	0.00087312	0.60864	liquid
25.992	1.0000	996.79	0.0010032	108.96	109.07	0.38108	4.1336	4.1809	1499.3	-0.040271	0.00087034	0.60888	liquid
26.133	1.0000	996.75	0.0010033	109.56	109.66	0.38306	4.1331	4.1809	1499.7	-0.040254	0.00086758	0.60912	liquid
26.275	1.0000	996.71	0.0010033	110.15	110.25	0.38504	4.1325	4.1808	1500.1	-0.040237	0.00086483	0.60936	liquid
26.417	1.0000	996.67	0.0010033	110.74	110.84	0.38702	4.1319	4.1808	1500.4	-0.040220	0.00086210	0.60959	liquid
26.558	1.0000	996.64	0.0010034	111.33	111.44	0.38900	4.1314	4.1807	1500.8	-0.040203	0.00085938	0.60983	liquid
26.700	1.0000	996.60	0.0010034	111.93	112.03	0.39097	4.1308	4.1807	1501.1	-0.040186	0.00085668	0.61007	liquid
26.842	1.0000	996.56	0.0010035	112.52	112.62	0.39295	4.1302	4.1806	1501.5	-0.040169	0.00085398	0.61031	liquid
26.983	1.0000	996.52	0.0010035	113.11	113.21	0.39492	4.1296	4.1806	1501.9	-0.040152	0.00085130	0.61054	liquid
27.125	1.0000	996.48	0.0010035	113.70	113.80	0.39689	4.1291	4.1805	1502.2	-0.040135	0.00084864	0.61078	liquid
27.267	1.0000	996.44	0.0010036	114.30	114.40	0.39886	4.1285	4.1805	1502.6	-0.040118	0.00084599	0.61102	liquid
27.408	1.0000	996.40	0.0010036	114.89	114.99	0.40084	4.1279	4.1805	1502.9	-0.040101	0.00084335	0.61125	liquid
27.550	1.0000	996.36	0.0010037	115.48	115.58	0.40281	4.1273	4.1804	1503.3	-0.040084	0.00084073	0.61149	liquid
27.692	1.0000	996.32	0.0010037	116.07	116.17	0.40477	4.1268	4.1804	1503.6	-0.040067	0.00083811	0.61172	liquid
27.833	1.0000	996.28	0.0010037	116.66	116.77	0.40674	4.1262	4.1803	1504.0	-0.040050	0.00083552	0.61196	liquid
27.975	1.0000	996.24	0.0010038	117.26	117.36	0.40871	4.1256	4.1803	1504.3	-0.040033	0.00083293	0.61219	liquid
28.117	1.0000	996.20	0.0010038	117.85	117.95	0.41068	4.1250	4.1803	1504.7	-0.040017	0.00083036	0.61243	liquid
28.258	1.0000	996.16	0.0010039	118.44	118.54	0.41264	4.1244	4.1802	1505.0	-0.040000	0.00082780	0.61266	liquid
28.400	1.0000	996.12	0.0010039	119.03	119.13	0.41461	4.1239	4.1802	1505.4	-0.039983	0.00082525	0.61289	liquid
28.542	1.0000	996.08	0.0010039	119.62	119.73	0.41657	4.1233	4.1801	1505.7	-0.039966	0.00082272	0.61313	liquid
28.683	1.0000	996.04	0.0010040	120.22	120.32	0.41853	4.1227	4.1801	1506.1	-0.039949	0.00082020	0.61336	liquid
28.825	1.0000	996.00	0.0010040	120.81	120.91	0.42049	4.1221	4.1801	1506.4	-0.039933	0.00081769	0.61359	liquid
28.967	1.0000	995.96	0.0010041	121.40	121.50	0.42245	4.1215	4.1800	1506.7	-0.039916	0.00081519	0.61382	liquid
29.108	1.0000	995.92	0.0010041	121.99	122.10	0.42441	4.1209	4.1800	1507.1	-0.039899	0.00081271	0.61405	liquid
29.250	1.0000	995.87	0.0010041	122.59	122.69	0.42637	4.1203	4.1800	1507.4	-0.039883	0.00081023	0.61429	liquid
29.392	1.0000	995.83	0.0010042	123.18	123.28	0.42833	4.1198	4.1799	1507.7	-0.039866	0.00080777	0.61452	liquid
29.533	1.0000	995.79	0.0010042	123.77	123.87	0.43029	4.1192	4.1799	1508.1	-0.039849	0.00080533	0.61475	liquid
29.675	1.0000	995.75	0.0010043	124.36	124.46	0.43224	4.1186	4.1799	1508.4	-0.039833	0.00080289	0.61498	liquid
29.817	1.0000	995.70	0.0010043	124.95	125.06	0.43420	4.1180	4.1799	1508.7	-0.039816	0.00080047	0.61521	liquid
29.958	1.0000	995.66	0.0010044	125.55	125.65	0.43615	4.1174	4.1798	1509.1	-0.039800	0.00079805	0.61543	liquid
30.100	1.0000	995.62	0.0010044	126.14	126.24	0.43810	4.1168	4.1798	1509.4	-0.039783	0.00079565	0.61566	liquid
30.242	1.0000	995.58	0.0010044	126.73	126.83	0.44006	4.1162	4.1798	1509.7	-0.039767	0.00079326	0.61589	liquid
30.383	1.0000	995.53	0.0010045	127.32	127.42	0.44201	4.1156	4.1797	1510.0	-0.039750	0.00079089	0.61612	liquid
30.525	1.0000	995.49	0.0010045	127.92	128.02	0.44396	4.1150	4.1797	1510.4	-0.039734	0.00078852	0.61635	liquid
30.667	1.0000	995.45	0.0010046	128.51	128.61	0.44591	4.1144	4.1797	1510.7	-0.039717	0.00078617	0.61657	liquid
30.808	1.0000	995.40	0.0010046	129.10	129.20	0.44786	4.1138	4.1797	1511.0	-0.039701	0.00078382	0.61680	liquid
30.950	1.0000	995.36	0.0010047	129.69	129.79	0.44980	4.1132	4.1796	1511.3	-0.039684	0.00078149	0.61703	liquid
31.092	1.0000	995.31	0.0010047	130.28	130.39	0.45175	4.1126	4.1796	1511.6	-0.039668	0.00077917	0.61725	liquid
31.233	1.0000	995.27	0.0010048	130.88	130.98	0.45370	4.1120	4.1796	1511.9	-0.039652	0.00077686	0.61748	liquid
31.375	1.0000	995.23	0.0010048	131.47	131.57	0.45564	4.1114	4.1796	1512.3	-0.039635	0.00077457	0.61770	liquid
31.517	1.0000	995.18	0.0010048	132.06	132.16	0.45758	4.1108	4.1796	1512.6	-0.039619	0.00077228	0.61793	liquid
31.658	1.0000	995.14	0.0010049	132.65	132.75	0.45953	4.1102	4.1795	1512.9	-0.039603	0.00077000	0.61815	liquid
31.800	1.0000	995.09	0.0010049	133.24	133.35	0.46147	4.1096	4.1795	1513.2	-0.039586	0.00076774	0.61838	liquid
31.942	1.0000	995.05	0.0010050	133.84	133.94	0.46341	4.1090	4.1795	1513.5	-0.039570	0.00076548	0.61860	liquid
32.083	1.0000	995.00	0.0010050	134.43	134.53	0.46535	4.1084	4.1795	1513.8	-0.039554	0.00076324	0.61882	liquid
32.225	1.0000	994.96	0.0010051	135.02	135.12	0.46729	4.1078	4.1795	1514.1	-0.039537	0.00076101	0.61905	liquid
32.367	1.0000	994.91	0.0010051	135.61	135.71	0.46923	4.1072	4.1795	1514.4	-0.039521	0.00075878	0.61927	liquid
32.508	1.0000	994.86	0.0010052	136.20	136.31	0.47117	4.1066	4.1794	1514.7	-0.039505	0.00075657	0.61949	liquid
32.650	1.0000	994.82	0.0010052	136.80	136.90	0.47310	4.1060	4.1794	1515.0	-0.039489	0.00075437	0.61971	liquid
32.792	1.0000	994.77	0.0010053	137.39	137.49	0.47504	4.1054	4.1794	1515.3	-0.039473	0.00075218	0.61993	liquid
32.933	1.0000	994.73	0.0010053	137.98	138.08	0.47697	4.1048	4.1794	1515.6	-0.039457	0.00075000	0.62015	liquid
33.075	1.0000	994.68	0.0010053	138.57	138.67	0.47891	4.1042	4.1794	1515.9	-0.039440	0.00074783	0.62037	liquid
33.217	1.0000	994.63	0.0010054	139.16	139.27	0.48084	4.1036	4.1794	1516.2	-0.039424	0.00074567	0.62059	liquid
33.358	1.0000	994.59	0.0010054	139.76	139.86	0.48277	4.1029	4.1794	1516.5	-0.039408	0.00074352	0.62081	liquid
33.500	1.0000	994.54	0.0010055	140.35	140.45	0.48470	4.1023	4.1793	1516.8	-0.039392	0.00074138	0.62103	liquid
33.642	1.0000	994.49	0.0010055	140.94	141.04	0.48663	4.1017	4.1793	1517.1	-0.039376	0.00073925	0.62125	liquid
33.783	1.0000	994.45	0.0010056	141.53	141.64	0.48856	4.1011	4.1793	1517.4	-0.039360	0.00073713	0.62147	liquid
33.925	1.0000	994.40	0.0010056	142.13	142.23	0.49049	4.1005	4.1793	1517.7	-0.039344	0.00073502	0.62169	liquid
34.067	1.0000	994.35	0.0010057	142.72	142.82	0.49242	4.0999	4.1793	1518.0	-0.039328	0.00073291	0.62190	liquid
34.208	1.0000	994.30	0.0010057	143.31	143.41	0.49435	4.0993	4.1793	1518.3	-0.039312	0.00073082	0.62212	liquid
34.350	1.0000	994.26	0.0010058	143.90	144.00	0.49627	4.0986	4.1793	1518.6	-0.039296	0.00072874	0.62234	liquid
34.492	1.0000	994.21	0.0010058	144.49	144.60	0.49820	4.0980	4.1793	1518.8	-0.039280	0.00072667	0.62255	liquid
34.633	1.0000	994.16	0.0010059	145.09	145.19	0.50012	4.0974	4.1793	1519.1	-0.039264	0.00072461	0.62277	liquid
34.775	1.0000	994.11	0.0010059	145.68	145.78	0.50204	4.0968	4.1793	1519.4	-0.039248	0.00072256	0.62298	liquid
34.917	1.0000	994.06	0.0010060	146.27	146.37	0.50397	4.0962	4.1793	1519.7	-0.039232	0.00072051	0.62320	liquid
35.058	1.0000	994.01	0.0010060	146.86	146.96	0.50589	4.0955	4.1793	1520.0	-0.039216	0.00071848	0.62341	liquid
35.200	1.0000	993.96	0.0010061	147.45	147.56	0.50781	4.0949	4.1793	1520.2	-0.039201	0.00071645	0.62363	liquid
35.342	1.0000	993.92	0.0010061	148.05	148.15	0.50973	4.0943	4.1792	1520.5	-0.039185	0.00071444	0.62384	liquid
35.483	1.0000	993.87	0.0010062	148.64	148.74	0.51165	4.0937	4.1792	1520.8	-0.039169	0.00071243	0.62405	liquid
35.625	1.0000	993.82	0.0010062	149.23	149.33	0.51356	4.0930	4.1792	1521.1	-0.039153	0.00071044	0.62427	liquid
35.767	1.0000	993.77	0.0010063	149.82	149.92	0.51548	4.0924	4.1792	1521.3	-0.039137	0.00070845	0.62448	liquid
35.908	1.0000	993.72	0.0010063	150.41	150.52	0.51740	4.0918	4.1792	1521.6	-0.039122	0.00070647	0.62469	liquid
36.050	1.0000	993.67	0.0010064	151.01	151.11	0.51931	4.0912	4.1792	1521.9	-0.039106	0.00070450	0.62490	liquid
36.192	1.0000	993.62	0.0010064	151.60	151.70	0.52123	4.0905	4.1792	1522.1	-0.039090	0.00070254	0.62511	liquid
36.333	1.0000	993.57	0.0010065	152.19	152.29	0.52314	4.0899	4.1792	1522.4	-0.039074	0.00070059	0.62532	liquid
36.475	1.0000	993.52	0.0010065	152.78	152.88	0.52505	4.0893	4.1792	1522.7	-0.039059	0.00069864	0.62554	liquid
36.617	1.0000	993.47	0.0010066	153.37	153.48	0.52697	4.0887	4.1792	1522.9	-0.039043	0.00069671	0.62574	liquid
36.758	1.0000	993.42	0.0010066	153.97	154.07	0.52888	4.0880	4.1792	1523.2	-0.039027	0.00069478	0.62595	liquid
36.900	1.0000	993.37	0.0010067	154.56	154.66	0.53079	4.0874	4.1792	1523.5	-0.039011	0.00069287	0.62616	liquid
37.042	1.0000	993.31	0.0010067	155.15	155.25	0.53270	4.0868	4.1792	1523.7	-0.038996	0.00069096	0.62637	liquid
37.183	1.0000	993.26	0.0010068	155.74	155.84	0.53460	4.0861	4.1792	1524.0	-0.038980	0.00068906	0.62658	liquid
37.325	1.0000	993.21	0.0010068	156.33	156.44	0.53651	4.0855	4.1793	1524.3	-0.038965	0.00068717	0.62679	liquid
37.467	1.0000	993.16	0.0010069	156.93	157.03	0.53842	4.0849	4.1793	1524.5	-0.038949	0.00068528	0.62699	liquid
37.608	1.0000	993.11	0.0010069	157.52	157.62	0.54032	4.0842	4.1793	1524.8	-0.038933	0.00068341	0.62720	liquid
37.750	1.0000	993.06	0.0010070	158.11	158.21	0.54223	4.0836	4.1793	1525.0	-0.038918	0.00068154	0.62741	liquid
37.892	1.0000	993.01	0.0010070	158.70	158.80	0.54413	4.0830	4.1793	1525.3	-0.038902	0.00067968	0.62761	liquid
38.033	1.0000	992.95	0.0010071	159.29	159.40	0.54604	4.0823	4.1793	1525.5	-0.038887	0.00067783	0.62782	liquid
38.175	1.0000	992.90	0.0010071	159.89	159.99	0.54794	4.0817	4.1793	1525.8	-0.038871	0.00067599	0.62802	liquid
38.317	1.0000	992.85	0.0010072	160.48	160.58	0.54984	4.0810	4.1793	1526.0	-0.038856	0.00067416	0.62823	liquid
38.458	1.0000	992.80	0.0010073	161.07	161.17	0.55174	4.0804	4.1793	1526.3	-0.038840	0.00067233	0.62843	liquid
38.600	1.0000	992.74	0.0010073	161.66	161.77	0.55364	4.0798	4.1793	1526.5	-0.038825	0.00067052	0.62864	liquid
38.742	1.0000	992.69	0.0010074	162.26	162.36	0.55554	4.0791	4.1793	1526.8	-0.038809	0.00066871	0.62884	liquid
38.883	1.0000	992.64	0.0010074	162.85	162.95	0.55744	4.0785	4.1793	1527.0	-0.038794	0.00066690	0.62904	liquid
39.025	1.0000	992.59	0.0010075	163.44	163.54	0.55933	4.0778	4.1793	1527.3	-0.038778	0.00066511	0.62925	liquid
39.167	1.0000	992.53	0.0010075	164.03	164.13	0.56123	4.0772	4.1793	1527.5	-0.038763	0.00066333	0.62945	liquid
39.308	1.0000	992.48	0.0010076	164.62	164.73	0.56312	4.0766	4.1794	1527.7	-0.038747	0.00066155	0.62965	liquid
39.450	1.0000	992.43	0.0010076	165.22	165.32	0.56502	4.0759	4.1794	1528.0	-0.038732	0.00065978	0.62985	liquid
39.592	1.0000	992.37	0.0010077	165.81	165.91	0.56691	4.0753	4.1794	1528.2	-0.038716	0.00065801	0.63005	liquid
39.733	1.0000	992.32	0.0010077	166.40	166.50	0.56880	4.0746	4.1794	1528.5	-0.038701	0.00065626	0.63025	liquid
39.875	1.0000	992.26	0.0010078	166.99	167.09	0.57070	4.0740	4.1794	1528.7	-0.038686	0.00065451	0.63045	liquid
40.017	1.0000	992.21	0.0010079	167.58	167.69	0.57259	4.0733	4.1794	1528.9	-0.038670	0.00065277	0.63065	liquid
40.158	1.0000	992.16	0.0010079	168.18	168.28	0.57448	4.0727	4.1794	1529.2	-0.038655	0.00065104	0.63085	liquid
40.300	1.0000	992.10	0.0010080	168.77	168.87	0.57637	4.0720	4.1794	1529.4	-0.038640	0.00064932	0.63105	liquid
40.442	1.0000	992.05	0.0010080	169.36	169.46	0.57826	4.0714	4.1795	1529.6	-0.038624	0.00064760	0.63125	liquid
40.583	1.0000	991.99	0.0010081	169.95	170.05	0.58014	4.0707	4.1795	1529.9	-0.038609	0.00064589	0.63144	liquid
40.725	1.0000	991.94	0.0010081	170.54	170.65	0.58203	4.0701	4.1795	1530.1	-0.038594	0.00064419	0.63164	liquid
40.867	1.0000	991.88	0.0010082	171.14	171.24	0.58392	4.0694	4.1795	1530.3	-0.038578	0.00064249	0.63184	liquid
41.008	1.0000	991.83	0.0010082	171.73	171.83	0.58580	4.0688	4.1795	1530.5	-0.038563	0.00064080	0.63203	liquid
41.150	1.0000	991.77	0.0010083	172.32	172.42	0.58769	4.0681	4.1795	1530.8	-0.038548	0.00063912	0.63223	liquid
41.292	1.0000	991.72	0.0010084	172.91	173.01	0.58957	4.0675	4.1796	1531.0	-0.038533	0.00063745	0.63243	liquid
41.433	1.0000	991.66	0.0010084	173.50	173.61	0.59145	4.0668	4.1796	1531.2	-0.038517	0.00063578	0.63262	liquid
41.575	1.0000	991.60	0.0010085	174.10	174.20	0.59333	4.0662	4.1796	1531.4	-0.038502	0.00063412	0.63282	liquid
41.717	1.0000	991.55	0.0010085	174.69	174.79	0.59521	4.0655	4.1796	1531.7	-0.038487	0.00063247	0.63301	liquid
41.858	1.0000	991.49	0.0010086	175.28	175.38	0.59709	4.0649	4.1796	1531.9	-0.038472	0.00063083	0.63320	liquid
42.000	1.0000	991.44	0.0010086	175.87	175.98	0.59897	4.0642	4.1796	1532.1	-0.038457	0.00062919	0.63340	liquid
42.142	1.0000	991.38	0.0010087	176.47	176.57	0.60085	4.0635	4.1797	1532.3	-0.038441	0.00062756	0.63359	liquid
42.283	1.0000	991.32	0.0010088	177.06	177.16	0.60273	4.0629	4.1797	1532.5	-0.038426	0.00062593	0.63378	liquid
42.425	1.0000	991.27	0.0010088	177.65	177.75	0.60461	4.0622	4.1797	1532.7	-0.038411	0.00062432	0.63397	liquid
42.567	1.0000	991.21	0.0010089	178.24	178.34	0.60648	4.0616	4.1797	1533.0	-0.038396	0.00062271	0.63417	liquid
42.708	1.0000	991.15	0.0010089	178.83	178.94	0.60836	4.0609	4.1797	1533.2	-0.038381	0.00062110	0.63436	liquid
42.850	1.0000	991.10	0.0010090	179.43	179.53	0.61023	4.0603	4.1798	1533.4	-0.038366	0.00061950	0.63455	liquid
42.992	1.0000	991.04	0.0010090	180.02	180.12	0.61211	4.0596	4.1798	1533.6	-0.038351	0.00061791	0.63474	liquid
43.133	1.0000	990.98	0.0010091	180.61	180.71	0.61398	4.0589	4.1798	1533.8	-0.038336	0.00061633	0.63493	liquid
43.275	1.0000	990.92	0.0010092	181.20	181.30	0.61585	4.0583	4.1798	1534.0	-0.038321	0.00061475	0.63512	liquid
43.417	1.0000	990.87	0.0010092	181.79	181.90	0.61772	4.0576	4.1799	1534.2	-0.038305	0.00061318	0.63531	liquid
43.558	1.0000	990.81	0.0010093	182.39	182.49	0.61959	4.0569	4.1799	1534.4	-0.038290	0.00061162	0.63549	liquid
43.700	1.0000	990.75	0.0010093	182.98	183.08	0.62146	4.0563	4.1799	1534.6	-0.038275	0.00061006	0.63568	liquid
43.842	1.0000	990.69	0.0010094	183.57	183.67	0.62333	4.0556	4.1799	1534.8	-0.038260	0.00060851	0.63587	liquid
43.983	1.0000	990.63	0.0010095	184.16	184.27	0.62520	4.0549	4.1800	1535.0	-0.038245	0.00060697	0.63606	liquid
44.125	1.0000	990.58	0.0010095	184.76	184.86	0.62706	4.0543	4.1800	1535.2	-0.038230	0.00060543	0.63624	liquid
44.267	1.0000	990.52	0.0010096	185.35	185.45	0.62893	4.0536	4.1800	1535.4	-0.038215	0.00060390	0.63643	liquid
44.408	1.0000	990.46	0.0010096	185.94	186.04	0.63079	4.0530	4.1800	1535.6	-0.038200	0.00060237	0.63661	liquid
44.550	1.0000	990.40	0.0010097	186.53	186.63	0.63266	4.0523	4.1801	1535.8	-0.038185	0.00060085	0.63680	liquid
44.692	1.0000	990.34	0.0010098	187.12	187.23	0.63452	4.0516	4.1801	1536.0	-0.038170	0.00059934	0.63699	liquid
44.833	1.0000	990.28	0.0010098	187.72	187.82	0.63638	4.0509	4.1801	1536.2	-0.038155	0.00059783	0.63717	liquid
44.975	1.0000	990.22	0.0010099	188.31	188.41	0.63825	4.0503	4.1801	1536.4	-0.038140	0.00059633	0.63735	liquid
45.117	1.0000	990.16	0.0010099	188.90	189.00	0.64011	4.0496	4.1802	1536.6	-0.038125	0.00059484	0.63754	liquid
45.258	1.0000	990.10	0.0010100	189.49	189.59	0.64197	4.0489	4.1802	1536.8	-0.038111	0.00059335	0.63772	liquid
45.400	1.0000	990.04	0.0010101	190.08	190.19	0.64383	4.0483	4.1802	1537.0	-0.038096	0.00059187	0.63790	liquid
45.542	1.0000	989.99	0.0010101	190.68	190.78	0.64569	4.0476	4.1803	1537.2	-0.038081	0.00059039	0.63809	liquid
45.683	1.0000	989.93	0.0010102	191.27	191.37	0.64754	4.0469	4.1803	1537.4	-0.038066	0.00058892	0.63827	liquid
45.825	1.0000	989.87	0.0010102	191.86	191.96	0.64940	4.0463	4.1803	1537.6	-0.038051	0.00058746	0.63845	liquid
45.967	1.0000	989.81	0.0010103	192.45	192.56	0.65126	4.0456	4.1803	1537.7	-0.038036	0.00058600	0.63863	liquid
46.108	1.0000	989.74	0.0010104	193.05	193.15	0.65311	4.0449	4.1804	1537.9	-0.038021	0.00058454	0.63881	liquid
46.250	1.0000	989.68	0.0010104	193.64	193.74	0.65497	4.0442	4.1804	1538.1	-0.038006	0.00058310	0.63899	liquid
46.392	1.0000	989.62	0.0010105	194.23	194.33	0.65682	4.0436	4.1804	1538.3	-0.037992	0.00058166	0.63917	liquid
46.533	1.0000	989.56	0.0010105	194.82	194.92	0.65867	4.0429	4.1805	1538.5	-0.037977	0.00058022	0.63935	liquid
46.675	1.0000	989.50	0.0010106	195.41	195.52	0.66053	4.0422	4.1805	1538.7	-0.037962	0.00057879	0.63953	liquid
46.817	1.0000	989.44	0.0010107	196.01	196.11	0.66238	4.0415	4.1805	1538.8	-0.037947	0.00057737	0.63971	liquid
46.958	1.0000	989.38	0.0010107	196.60	196.70	0.66423	4.0408	4.1806	1539.0	-0.037932	0.00057595	0.63988	liquid
47.100	1.0000	989.32	0.0010108	197.19	197.29	0.66608	4.0402	4.1806	1539.2	-0.037917	0.00057454	0.64006	liquid
47.242	1.0000	989.26	0.0010109	197.78	197.89	0.66793	4.0395	4.1806	1539.4	-0.037903	0.00057314	0.64024	liquid
47.383	1.0000	989.20	0.0010109	198.38	198.48	0.66977	4.0388	4.1807	1539.5	-0.037888	0.00057174	0.64041	liquid
47.525	1.0000	989.13	0.0010110	198.97	199.07	0.67162	4.0381	4.1807	1539.7	-0.037873	0.00057034	0.64059	liquid
47.667	1.0000	989.07	0.0010110	199.56	199.66	0.67347	4.0375	4.1807	1539.9	-0.037858	0.00056895	0.64077	liquid
47.808	1.0000	989.01	0.0010111	200.15	200.26	0.67531	4.0368	4.1808	1540.1	-0.037844	0.00056757	0.64094	liquid
47.950	1.0000	988.95	0.0010112	200.74	200.85	0.67716	4.0361	4.1808	1540.2	-0.037829	0.00056619	0.64112	liquid
48.092	1.0000	988.89	0.0010112	201.34	201.44	0.67900	4.0354	4.1808	1540.4	-0.037814	0.00056482	0.64129	liquid
48.233	1.0000	988.82	0.0010113	201.93	202.03	0.68085	4.0347	4.1809	1540.6	-0.037799	0.00056345	0.64146	liquid
48.375	1.0000	988.76	0.0010114	202.52	202.62	0.68269	4.0340	4.1809	1540.7	-0.037785	0.00056209	0.64164	liquid
48.517	1.0000	988.70	0.0010114	203.11	203.22	0.68453	4.0334	4.1809	1540.9	-0.037770	0.00056073	0.64181	liquid
48.658	1.0000	988.64	0.0010115	203.71	203.81	0.68637	4.0327	4.1810	1541.1	-0.037755	0.00055938	0.64198	liquid
48.800	1.0000	988.57	0.0010116	204.30	204.40	0.68821	4.0320	4.1810	1541.2	-0.037740	0.00055804	0.64215	liquid
48.942	1.0000	988.51	0.0010116	204.89	204.99	0.69005	4.0313	4.1811	1541.4	-0.037726	0.00055670	0.64233	liquid
49.083	1.0000	988.45	0.0010117	205.48	205.59	0.69189	4.0306	4.1811	1541.6	-0.037711	0.00055536	0.64250	liquid
49.225	1.0000	988.38	0.0010118	206.08	206.18	0.69373	4.0299	4.1811	1541.7	-0.037696	0.00055403	0.64267	liquid
49.367	1.0000	988.32	0.0010118	206.67	206.77	0.69556	4.0293	4.1812	1541.9	-0.037682	0.00055271	0.64284	liquid
49.508	1.0000	988.26	0.0010119	207.26	207.36	0.69740	4.0286	4.1812	1542.0	-0.037667	0.00055139	0.64301	liquid
49.650	1.0000	988.19	0.0010119	207.85	207.96	0.69924	4.0279	4.1812	1542.2	-0.037652	0.00055007	0.64318	liquid
49.792	1.0000	988.13	0.0010120	208.44	208.55	0.70107	4.0272	4.1813	1542.3	-0.037638	0.00054876	0.64335	liquid
49.933	1.0000	988.07	0.0010121	209.04	209.14	0.70290	4.0265	4.1813	1542.5	-0.037623	0.00054746	0.64352	liquid
50.075	1.0000	988.00	0.0010121	209.63	209.73	0.70474	4.0258	4.1814	1542.7	-0.037609	0.00054616	0.64368	liquid
50.217	1.0000	987.94	0.0010122	210.22	210.32	0.70657	4.0251	4.1814	1542.8	-0.037594	0.00054487	0.64385	liquid
50.358	1.0000	987.87	0.0010123	210.81	210.92	0.70840	4.0244	4.1814	1543.0	-0.037579	0.00054358	0.64402	liquid
50.500	1.0000	987.81	0.0010123	211.41	211.51	0.71023	4.0237	4.1815	1543.1	-0.037565	0.00054229	0.64418	liquid
50.642	1.0000	987.74	0.0010124	212.00	212.10	0.71206	4.0231	4.1815	1543.3	-0.037550	0.00054102	0.64435	liquid
50.783	1.0000	987.68	0.0010125	212.59	212.69	0.71389	4.0224	4.1816	1543.4	-0.037536	0.00053974	0.64452	liquid
50.925	1.0000	987.61	0.0010125	213.18	213.29	0.71572	4.0217	4.1816	1543.6	-0.037521	0.00053847	0.64468	liquid
51.067	1.0000	987.55	0.0010126	213.78	213.88	0.71755	4.0210	4.1817	1543.7	-0.037506	0.00053721	0.64485	liquid
51.208	1.0000	987.48	0.0010127	214.37	214.47	0.71937	4.0203	4.1817	1543.9	-0.037492	0.00053595	0.64501	liquid
51.350	1.0000	987.42	0.0010127	214.96	215.06	0.72120	4.0196	4.1817	1544.0	-0.037477	0.00053470	0.64518	liquid
51.492	1.0000	987.35	0.0010128	215.55	215.66	0.72303	4.0189	4.1818	1544.1	-0.037463	0.00053345	0.64534	liquid
51.633	1.0000	987.29	0.0010129	216.15	216.25	0.72485	4.0182	4.1818	1544.3	-0.037448	0.00053220	0.64550	liquid
51.775	1.0000	987.22	0.0010129	216.74	216.84	0.72667	4.0175	4.1819	1544.4	-0.037434	0.00053096	0.64567	liquid
51.917	1.0000	987.16	0.0010130	217.33	217.43	0.72850	4.0168	4.1819	1544.6	-0.037419	0.00052973	0.64583	liquid
52.058	1.0000	987.09	0.0010131	217.92	218.03	0.73032	4.0161	4.1820	1544.7	-0.037405	0.00052850	0.64599	liquid
52.200	1.0000	987.02	0.0010131	218.52	218.62	0.73214	4.0154	4.1820	1544.9	-0.037390	0.00052727	0.64615	liquid
52.342	1.0000	986.96	0.0010132	219.11	219.21	0.73396	4.0147	4.1820	1545.0	-0.037376	0.00052605	0.64631	liquid
52.483	1.0000	986.89	0.0010133	219.70	219.80	0.73578	4.0140	4.1821	1545.1	-0.037361	0.00052483	0.64647	liquid
52.625	1.0000	986.83	0.0010134	220.29	220.40	0.73760	4.0133	4.1821	1545.3	-0.037347	0.00052362	0.64663	liquid
52.767	1.0000	986.76	0.0010134	220.89	220.99	0.73942	4.0126	4.1822	1545.4	-0.037332	0.00052241	0.64679	liquid
52.908	1.0000	986.69	0.0010135	221.48	221.58	0.74123	4.0119	4.1822	1545.5	-0.037318	0.00052121	0.64695	liquid
53.050	1.0000	986.63	0.0010136	222.07	222.17	0.74305	4.0112	4.1823	1545.7	-0.037303	0.00052001	0.64711	liquid
53.192	1.0000	986.56	0.0010136	222.66	222.77	0.74487	4.0105	4.1823	1545.8	-0.037289	0.00051882	0.64727	liquid
53.333	1.0000	986.49	0.0010137	223.26	223.36	0.74668	4.0098	4.1824	1545.9	-0.037274	0.00051763	0.64743	liquid
53.475	1.0000	986.42	0.0010138	223.85	223.95	0.74850	4.0091	4.1824	1546.1	-0.037260	0.00051645	0.64759	liquid
53.617	1.0000	986.36	0.0010138	224.44	224.54	0.75031	4.0084	4.1825	1546.2	-0.037245	0.00051527	0.64774	liquid
